P0_id',P1_a_Idade',P1_a_1_Faixa_idade',P1_b_Genero',P1_c_Cor/raca/etnia',P1_d_PCD',P1_e_experiencia_profissional_prejudicada',P1_e_1_Não_acredito_que_minha_experiência_profissional_seja_afetada',P1_e_2_Experiencia_prejudicada_devido_a_minha_Cor_Raça_Etnia',P1_e_3_Experiencia_prejudicada_devido_a_minha_identidade_de_gênero',P1_e_4_Experiencia_prejudicada_devido_ao_fato_de_ser_PCD',P1_f_aspectos_prejudicados',P1_f_1_Quantidade_de_oportunidades_de_emprego/vagas_recebidas',P1_f_2_Senioridade_das_vagas_recebidas_em_relação_à_sua_experiência',P1_f_3_Aprovação_em_processos_seletivos/entrevistas',P1_f_4_Oportunidades_de_progressão_de_carreira',P1_f_5_Velocidade_de_progressão_de_carreira',P1_f_6_Nível_de_cobrança_no_trabalho/Stress_no_trabalho',P1_f_7_Atenção_dada_diante_das_minhas_opiniões_e_ideias',"P1_f_8_Relação_com_outros_membros_da_empresa,_em_momentos_de_trabalho'","P1_f_9_Relação_com_outros_membros_da_empresa,_em_momentos_de_integração_e_outros_momentos_fora_do_trabalho'",P1_g_vive_no_brasil',P1_i_Estado_onde_mora',P1_i_1_uf_onde_mora',P1_i_2_Regiao_onde_mora',P1_j_Mudou_de_Estado?',P1_k_Regiao_de_origem',P1_l_Nivel_de_Ensino',P1_m_Área_de_Formação'
0gxlcto118vdsq0gxlcaonsk0utw8n0y,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
0h9s4p0a05whv290h9sq91aarxgafcha,26,25-29,Feminino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
0hc6qwa1z9mz3aeb0hc6qwn21gsvs4u3,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
0i6712vqjj653m0i670gfwnl6ta7qnic,37,35-39,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0id8eghh68cl1w98pk0id8ep67ng3t9n,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0ig66tffh8xm8bmo0ig61rg4eh0vfx85,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Piauí (PI),PI,Nordeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0iozjnemmmz54m3nq0iozjnzm4poermp,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,0.0,Minas Gerais (MG),Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0j2vm91zj9pfytz27jax0j2vafif1kuv,43,40-44,Masculino,Parda,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0jainribfz6iwp042gdx0jaino4uc71r,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Atenção dada pelas pessoas diante das minhas opiniões e ideias, Senioridade das vagas recebidas em relação à sua experiência",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
0jc0mij71evva7kn778bz30jc0mijucs,30,30-34,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
0jca0nbvqe3ufht9p0jca0dwcapmm8fm,48,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Outras Engenharias
0ji2x0gh9fnq4nuej0ji2xknk36lhorh,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Distrito Federal (DF),DF,Centro-oeste,0.0,Bahia (BA),Pós-graduação,Ciências Sociais
0jj9dxfgsq4uhudlwbcs0jj9dxq1k1xm,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Pós-graduação,Outras Engenharias
0jk0bdnu7cufwadn0jk07nuti10opjh8,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0jlaefa4xwwgk5lfga7gsl0jlaefak5x,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Paraná (PR),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0jqbuqvb3936balyvfenrstk0jqbuqvb,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Estudante de Graduação,Outras Engenharias
0k7l1ljbam6kacmu0k7lno7oaf3xmu2d,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Estudante de Graduação,Outra opção
0kgic0bazt3vuk7t0kgisvop2347hvb2,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0kugfu1lh5m23aunu2tn0kugb01gbx3e,21,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Goiás (GO),GO,Centro-oeste,1.0,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0kul7v5qknv9o8qccac0kulrt5fdi7om,49,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0kyn7c4b5p4ud7arfk4000kynyyy82ec,33,30-34,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Pernambuco (PE),PE,Nordeste,1.0,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0kz3y2ky2wx4fmkhadp0kz3y8y7jrl32,23,22-24,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Estudante de Graduação,Química / Física
0lv0ldegkx1i8xxmet0lvfewlljsvem0,27,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Goiás (GO),GO,Centro-oeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0lw4azzxw5hfcsb86ack0lw4azz8myxk,37,35-39,Feminino,Branca,Sim,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Velocidade de progressão de carreira",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
0m9ykattn3c24ri42vxg0m9ykam9lb6n,34,30-34,Masculino,Amarela,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
0mnxtpoxm1cp3wctf9bp0m6esr5ydpkh,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
0mp2dsmps10vyxahto0mp2ddj4kdfc2s,24,22-24,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,0.0,Espírito Santo (ES),Estudante de Graduação,Outras Engenharias
0nqzg51pf95l5p55kx0nqznnxpxb3upo,35,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0nzwxa69m49bv180hk4fhb0nzwxaznfv,26,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Ceará (CE),CE,Nordeste,1.0,,Pós-graduação,Outras Engenharias
0oggobdknd16s8sog3ln4ic0oggobmt1,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ojds5de5ah8vwrpmklt0ojds5dz95kx,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0on1x4pk2etlhgwbdf0on1x4pb0vfe3a,19,17-21,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outra opção
0onjh42eak1akktm7coy0onjho00ittt,28,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ovocc0chi8jo3q0ovocvj6qmljwtloh,42,40-44,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
0owmod4o9zby3ho0owkck31v0w2q45bc,45,45-49,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,0.0,Paraná (PR),Pós-graduação,Outras Engenharias
0p2u2nceqzym6fssl92n180p2u2n4uss,30,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Paraíba (PB),Mestrado,Outras Engenharias
0pg37xsvnaoyqvibr0pg378z2eg4lpcz,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Distrito Federal (DF),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0piaidcw03f691i4cdc0piaid7bp0tpd,25,25-29,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,0.0,Bahia (BA),Pós-graduação,Outras Engenharias
0porhlvirmnbqihbq0f0porhli93zl7v,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Santa Catarina (SC),SC,Sul,1.0,,Graduação/Bacharelado,Outra opção
0q472yy1a4ua38hg0q42byo044ngq1sb,29,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Relação com outros membros da empresa, em momentos de trabalho, Oportunidades de progressão de carreira",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,Paraná (PR),PR,Sul,1.0,,Mestrado,Outras Engenharias
0qhsqn12j7yapjr3ny0qhsqnfkqqygsm,24,22-24,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Oportunidades de progressão de carreira, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
0qio4frn8vyn5lyoev0qio4uhal1fitk,32,30-34,Masculino,Preta,Sim,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0r46flon90jl4hvi0r46flwm5jfomrq3,41,40-44,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Pós-graduação,Química / Física
0rchsejnsxoklvzbq790rchsejne0bpi,33,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0rcm0gxoact3bzh06knd13ubjeo64v14,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0rjkvzh2lso0ry6omu8uk030mxjr0q6f,31,30-34,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0rvvo787yq3mthe5ga0rvvh4rbm4u4gc,26,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,Espírito Santo (ES),ES,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
0rzo8uhs2710bhyk0rzo8up4313jz70o,30,30-34,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0s15dzpqa7lus1ast0s1578mskf2illz,31,30-34,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,Minas Gerais (MG),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0s7x7lc2foi894m6pogxa0s7x7ltfytz,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,1.0,,Estudante de Graduação,Outra opção
0saxujz921fw22ii6pq0saxff4o4ykqm,26,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,0.0,1.0,0.0,"Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Quantidade de oportunidades de emprego/vagas recebidas, Velocidade de progressão de carreira, Oportunidades de progressão de carreira",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,Piauí (PI),PI,Nordeste,1.0,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0sb17993f17dly32q0sb17m6cgr8m8fg,50,50-54,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0sg4y3cvdcrbe0sgrq7glk1l8ky7rrq7,37,35-39,Masculino,Branca,Não,,,,,,,,,,,,,,,,0,,,,,,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
0sw1v2544zjyapntd00sw6qtn1mommv9,36,35-39,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Senioridade das vagas recebidas em relação à sua experiência, Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0t14vkhnpaohc7nvnli0t14lryhv5mz3,32,30-34,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Pós-graduação,Outras Engenharias
0t33h6p5dhvgrz7e2vr0t33h6pxixdye,50,50-54,Feminino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
0tcnmlmc7ue14l3fz6im8tb20tcnmlmc,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Minas Gerais (MG),Não tenho graduação formal,
0tdknv0eelzci9e0jl1z5j0tdknft4xm,27,25-29,Feminino,Branca,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia, Sim, acredito que a minha a experiência profissional seja afetada devido a minha identidade de gênero",0.0,1.0,1.0,0.0,"Aprovação em processos seletivos/entrevistas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Atenção dada pelas pessoas diante das minhas opiniões e ideias, Relação com outros membros da empresa, em momentos de trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0tfplcdk2bzhdl40tfplcfu3vgiv4k4x,29,25-29,Masculino,Preta,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Espírito Santo (ES),ES,Sudeste,1.0,,Mestrado,Outras Engenharias
0tx7atz5i766r431a00v0tx7atz7xanx,38,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0u56ftri7si1mms0u56foo9gircbx9mq,42,40-44,Feminino,Branca,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,0.0,Paraná (PR),Pós-graduação,Outra opção
0u70ebhsoogwg3qdnb20u7kldlweuu0x,30,30-34,Masculino,Preta,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Velocidade de progressão de carreira",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
0u8dg2d8bx62ivly0u8dor091dix01of,25,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0u9ldjdnpdo5ajqnplj9khr0u9ldjdnv,24,22-24,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Minas Gerais (MG),MG,Sudeste,1.0,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ueqxxqa5mevx9duao0ueqxxq0ulfwgw,27,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraná (PR),PR,Sul,0.0,Mato Grosso (MT),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0ug15cqzpnzj5gms1zvag0ug15cn7cev,28,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Outras Engenharias
0uouqjo6urvaxld80uouqvcm2jmmxov2,35,35-39,Masculino,Parda,Não,Não acredito que minha experiência profissional seja afetada devido a esses fatores,1.0,0.0,0.0,0.0,,,,,,,,,,,1,Rio de Janeiro (RJ),RJ,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0uu3nbepriafwglatf0uu3nacwlxd4cq,27,25-29,Feminino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Oportunidades de progressão de carreira, Nível de cobrança no trabalho / Stress no trabalho, Relação com outros membros da empresa, em momentos de integração e outros momentos fora do trabalho",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,Paraná (PR),PR,Sul,0.0,Mato Grosso do Sul (MS),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0uvu1sve8rza2llcm8uvwt0uvu1ss9et,29,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Paraíba (PB),PB,Nordeste,0.0,Ceará (CE),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0v1mo9fgrmkv7bl0v1m5jz71imbv4mkb,26,25-29,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,Rio Grande do Sul (RS),RS,Sul,1.0,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
0vfvke194lwuj970vfv96lxbl2447ai4,42,40-44,Masculino,Parda,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,Velocidade de progressão de carreira,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
0w0cx6th9989gcfjxxvpjr50w0cx6osv,41,40-44,Masculino,Branca,Não,,,,,,,,,,,,,,,,1,São Paulo (SP),SP,Sudeste,1.0,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
0w1a415gtbb7rn1f94fg0w1a41lfh6zg,38,35-39,Masculino,Amarela,Não,"Sim, acredito que a minha a experiência profissional seja afetada devido a minha Cor/Raça/Etnia",0.0,1.0,0.0,0.0,"Quantidade de oportunidades de emprego/vagas recebidas, Aprovação em processos seletivos/entrevistas, Atenção dada pelas pessoas diante das minhas opiniões e ideias",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,São Paulo (SP),SP,Sudeste,1.0,,Mestrado,Outras Engenharias
